"","ID","NAME","LAT","LONG","ALT","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC"
"24","ID3720","PETALUMA-FIRE-STN-3",38.23,-122.63,8,137,102,87,38,7,4,1,2,8,40,95,105
"25","ID3721","SACRAMENTO-EXECUTIVECA.",38.51,-121.5,8,93,72,65,30,6,3,1,2,9,27,66,63
"26","ID3722","SACRAMENTO          USA",38.6,-121.4,8,93.5,74.3,63.5,31.7,9.6,4,0.9,1.8,8.8,23.1,55,67.1
"27","ID3730","KLAMATH",41.51,-124.03,8,312,255,276,141,86,34,9,26,52,143,332,337
"28","ID3962","SAN DIEGO/LINDBE  2",32.73,-117.16,9,74,58,74,18,3,3,1,1,6,10,26,35
"29","ID3977","REDWOOD-CITY",37.48,-122.23,9,106,83,79,33,6,2,1,2,6,29,73,82
"30","ID3979","ANTIOCH             USA",38,-121.8,9,77.9,55.8,42.5,27.6,8.5,2.7,1.1,2.1,5,20.5,43.7,59.2
"31","ID3981","PETALUMA FIRE STN #2",38.27,-122.66,9,146.8,118.7,84.6,40.6,13.2,4.8,0.8,2.1,6.6,35.4,88,110.1
"32","ID4421","S-F-RICHMOND-SUNSET",37.76,-122.5,10,122,87,77,34,7,4,1,3,5,38,86,89
"33","ID4570","LAGUNA-BEACH",33.55,-117.78,11,57,57,55,24,6,3,1,3,11,8,42,42
"34","ID4579","STOCKTON/METROPOLITAN AP",37.9,-121.25,11,73.6,58.6,50.6,29.5,8.6,2.3,0.6,0.8,3.2,18.8,47.7,54.3
"35","ID4580","NAPA STATE HOSPITAL",38.29,-122.27,11,143,113,89.5,41.7,17.7,5,0.8,2.7,8.8,37.4,87.7,111.9
"36","ID4787","SAN DIEGO/NORTH ISLAND NAS",32.7,-117.2,12,51.2,41.4,44.7,19.2,3.9,1.5,0.5,0.6,3.7,7.4,27.5,33.4
"37","ID4790","LONG BEACH AIRPO  2",33.81,-118.15,12,72,58,47,10,3,1,1,1,6,12,28,40
"38","ID4791","LONG BEACH CAL      USA",33.9,-118.4,12,79,62.1,51.2,26.2,4.4,0.7,0.2,1.1,6,7.3,46.1,44.6
"39","ID4802","MOFFET FIELD/NAS",37.42,-122.05,12,73,55.4,54.9,25.5,7.2,1.7,1,0.8,3.7,18.3,46.3,53.7
"40","ID4803","LODI",38.12,-121.29,12,92.7,76.1,65.9,33.8,12.7,3.5,1.2,1.3,8.1,23.4,58.9,72.3
"41","ID4804","FAIRFIELD-FIRE-STN-2",38.26,-122.03,12,123,85,80,33,8,3,1,3,8,35,82,84
"42","ID4941","OXNARD",34.2,-119.2,13,78,66,36,36,2,0,0,0,0,3,51,40
"43","ID4942","VENTURA             USA",34.3,-119.3,13,82.5,74.1,52.3,27.6,4.9,1,0.4,0.8,1.7,5,46.6,55.5
"44","ID4953","NICOLAUS-2",38.91,-121.55,13,94,72,72,35,9,6,2,2,11,33,81,73
"45","ID4955","EUREKA WSO",40.8,-124.17,13,177.4,135.7,134.2,73.8,42.7,16.3,3.5,9.2,20.1,69.3,149.1,165.6
"46","ID5099","TIJUANA, TIJUANA",32.55,-117.05,14,32,41,40,10,7,5,1,1,16,15,27,31
"47","ID5112","FORT-DICK",41.86,-124.15,14,295,242,265,139,97,41,9,26,54,147,314,319
"48","ID5463","COLUSA-2-SSW",39.2,-122.01,15,82,64,57,22,8,6,1,2,9,26,64,63
"49","ID5601","MODESTO             USA",37.7,-121,16,60,46.1,48.4,29.6,6.4,1.7,1.2,1.7,7.7,17.1,43.6,48.9
"50","ID5710","CULVER-CITY",34.01,-118.4,17,68,72,60,19,3,1,0,3,5,7,46,49
"51","ID5715","SALINAS             USA",36.7,-121.7,17,70.5,56.3,51.2,27.2,6.8,2,0.9,1.2,4.4,13.2,40.8,55.5
"52","ID5718","RICHMOND",37.93,-122.35,17,117,86,84,39,6,3,2,2,7,35,93,90
"53","ID5721","POINT-ARENA",38.95,-123.73,17,193,148,147,73,22,7,4,10,19,69,173,175
"54","ID5723","MARYSVILLE",39.16,-121.6,17,115.3,91.7,75.8,41.5,16.1,6.5,1,2.1,9,33.9,71.8,88.1
"55","ID5731","CRESCENT-CITY",41.78,-124.23,17,251,212,227,117,75,34,10,24,44,123,269,269
"56","ID5885","TUSTIN/MCAF",33.7,-117.83,18,61.7,67.9,46.7,16.6,2.5,1.1,0.6,1.1,3.3,5.1,30.9,37
"57","ID5886","LONG BEACH, CA   11",33.82,-118.15,18,75,76,61,25,7,2,0,1,5,12,32,62
"58","ID5892","SPRECKELS-HWY-BRIDGE",36.6,-121.68,18,65,55,63,33,6,3,2,2,7,18,50,54
"59","ID5894","ANTIOCH-PUMPING-PLT-3",37.98,-121.73,18,65,52,50,22,7,3,1,2,6,22,49,47
"60","ID5896","TRAVIS/FIELD AFB",38.27,-121.93,18,109.9,67,46.3,33.3,7.9,1.9,0.2,0.5,3.1,15.7,59.2,86.6
"61","ID5897","DAVIS EXP FARM 2WSW",38.54,-121.77,18,105.9,84.9,62.9,29.3,11.8,4.2,0.5,1,6.7,23.7,59.7,76.9
"62","ID6020","TRACY-PUMPING-PLANT",37.8,-121.58,19,60,49,43,20,6,4,1,3,7,17,48,44
"63","ID6021","KENTFIELD           USA",38,-122.5,19,278.5,197.5,164.9,78.3,18.5,7,0.4,3.5,15,72.1,183,232.7
"64","ID6022","MARYSVILLE-YUBA-CO.",39.1,-121.56,19,103,80,77,38,10,5,2,3,10,36,84,87
"65","ID6023","FORT-BRAGG",39.4,-123.81,19,163,143,145,71,29,6,4,11,21,72,158,166
"66","ID6378","OXNARD/AAF",34.22,-119.08,20,78.2,66.1,35.9,36,1.7,0.3,0.1,0.3,0.3,3,50.8,39.7
"67","ID6394","SAN-JOSE",37.35,-121.9,20,71,55,61,30,5,1,1,3,6,24,55,51
"68","ID6395","SAN JOSE            USA",37.4,-121.9,20,74.2,55.4,54.1,29.7,6.7,1.6,1.1,1.3,6.4,19.5,49.2,56.4
"69","ID6511","WOODLAND-1-WNW",38.68,-121.8,21,105,78,72,31,8,4,1,2,10,30,76,76
"70","ID6749","SAN-FRAN-MIS-DOLORES",37.76,-122.43,23,103,75,78,33,6,4,1,2,7,32,82,79
"71","ID6874","PISMO-BEACH",35.13,-120.63,24,83,74,67,34,6,1,0,1,8,21,51,68
"72","ID7070","MCCLELLAN/AFB",38.67,-121.4,25,124.3,84.2,57.8,48.1,16.5,1.8,0.1,1.9,4.4,19.7,74.9,77.2
"73","ID7164","SALINAS-MUNICIPAL",36.66,-121.6,26,59,52,53,27,4,2,1,2,6,15,45,51
"74","ID7167","SACRAMENTO-WSO-CI",38.58,-121.5,26,98,76,71,31,7,3,1,2,9,28,75,70
"75","ID7284","NEWMAN              USA",37.3,-121,27,57.7,44.4,38.9,25,5.1,1.1,0.5,0.8,7.3,12.3,37.9,42.7
"76","ID7285","SANTA CLARA         USA",37.4,-121.8,27,75.4,52.6,47.3,29.1,6.1,1.3,0.5,2.4,5.2,16.8,49.6,64
"77","ID7375","WATSONVILLE         USA",36.9,-121.8,28,117,86.8,84,47.2,8,2.9,1.7,1.7,6.3,25.2,77.1,98.1
"78","ID7377","MODESTO           3",37.65,-121,28,59,47,41,31,7,2,2,2,4,15,38,50
"79","ID7378","ELLIOTT",38.23,-121.2,28,87,70,74,40,11,4,2,2,9,26,72,71
"80","ID7467","LOMPOC",34.65,-120.45,29,67,72,66,29,5,1,0,1,7,12,43,53
"81","ID7470","WATSONVILLE-WATERWORKS",36.93,-121.76,29,106,87,93,48,5,3,2,2,8,29,84,92
"82","ID7822","SONOMA",38.3,-122.46,30,164,118,104,41,10,4,1,3,9,45,120,118
"83","ID8011","VACAVILLE",38.36,-121.95,32,143,99,86,38,7,3,1,1,9,34,94,100
"84","ID8086","LOS ANGELES/INT'L ARPT",33.93,-118.4,33,74.8,65.8,48.7,22.3,1.3,1.6,0.5,1.2,4.3,5.9,35.7,38.4
"85","ID8090","HEALDSBURG",38.62,-122.87,33,249.7,192.7,140.9,64.3,23.1,6.4,1.2,4.8,13.3,58,152.6,189.9
"86","ID8160","TORRANCE-MUNICIPAL",33.8,-118.33,34,76,67,54,22,5,1,0,3,8,8,50,51
"87","ID8162","DOWNEY-FIRE-STN-FC107D",33.93,-118.15,34,70,80,62,25,4,1,1,4,9,8,50,49
"88","ID8172","VACAVILLE",38.41,-121.95,34,151.8,114.8,84,38.2,14.1,3,0.8,0.8,8.5,32.1,83,114.6
"89","ID8173","FORT-ROSS",38.51,-123.25,34,183,135,135,59,17,6,4,7,18,67,153,154
"90","ID8293","MORRO-BAY-FIRE-DEPT",35.36,-120.85,35,76,71,69,35,6,1,1,2,10,19,49,61
"91","ID8297","LOS BANOS           USA",37.1,-120.8,35,42.5,39.7,33.4,20.8,5.1,1.1,0.5,1,5.7,12.5,32.3,35.8
"92","ID8298","TURLOCK-2",37.48,-120.85,35,53,48,47,27,6,1,1,1,8,16,46,42
"93","ID8371","BRAWLEY           8",33,-115.5,36,9,8,6,3,1,0,2,8,7,6,4,12
"94","ID8373","TUSTIN IRVINE RANCH",33.74,-117.79,36,73.1,66.7,56.8,25.8,5.7,1.8,0.3,2.3,7.7,8.1,35,43.7
"95","ID8468","LOS-BANOS",37.05,-120.86,37,40,42,36,19,4,1,1,1,9,15,36,34
"96","ID8473","CRESCENT-CITY-7-ENE",41.8,-124.08,37,332,273,293,152,96,38,10,25,54,147,339,358
"97","ID8560","BEALE/AFB",39.13,-121.43,38,131.3,89.3,69.8,51.8,13.1,5.3,0.2,3.3,2.5,19.4,107.6,81.5
"98","ID8630","KENTFIELD",37.95,-122.55,39,267,194,179,73,11,7,3,4,13,75,208,218
"99","ID8854","SANTA CRUZ",36.99,-122.02,40,173.7,141.8,110.5,56.1,17.1,5.1,2.3,2.6,9.5,32.9,101.2,125.5
"100","ID8857","MATHER/AFB",38.57,-121.3,40,117.5,61.8,55.2,46.4,14.2,3.7,0.9,1.6,1.4,18.3,71.3,82.1
"101","ID8923","SANTA-ANA-FIRE-STATION",33.75,-117.86,41,63,59,57,21,4,2,0,3,10,6,42,45
"102","ID8928","WINTERS",38.53,-121.96,41,129,92,77,30,7,4,1,2,7,29,84,89
"103","ID8997","DENAIR              USA",37.6,-120.8,42,63.7,51.5,51.5,32.7,6.9,1.9,1,2.2,5.7,16.1,44.1,51.3
"104","ID9068","TRACY-CARBONA",37.7,-121.41,43,46,37,39,20,7,2,1,4,7,15,37,36
"105","ID9467","MERCED MUNICIPAL AP",37.29,-120.52,47,64,55.4,49.7,28.4,11,2.2,0.5,0.7,4.5,16.3,38.8,47.6
"106","ID9608","ORICK-PRAIRIE-CREEK-PK",41.36,-124.01,49,258,217,236,124,70,29,8,23,41,116,272,286
"107","ID9870","MONTEREY/NAF",36.6,-121.87,50,94,54.7,40.6,31.2,9,1.7,0.1,0.7,3.2,1.7,36.3,57.5
"108","ID9938","SANTA ROSA",38.46,-122.7,51,171.8,135.3,105.2,50.8,19.1,6.5,0.9,3.6,11.1,47.4,106,133
"109","ID10023","SAN CLEMENTE/ISLAND NAAS",33.02,-118.58,52,41.7,30.3,28.4,6.5,1.3,0.8,0.6,0,1.4,2.6,22.6,25.2
"110","ID10286","MECCA-FIRE-STATION",33.56,-116.06,55,11,11,7,2,1,0,3,7,9,8,8,9
"111","ID10370","CHICO UNIV FARM",39.71,-121.82,56,141.3,107.2,91.9,48.1,22.1,12.4,0.8,3.7,12.4,38.4,88,102.4
"112","ID10418","GRATON              USA",38.4,-122.9,57,239.2,167.4,135.3,68.4,13.8,6.3,0.7,2.7,14.7,62.7,155.5,195.8
"113","ID10542","GILROY",37,-121.56,59,102,81,82,38,6,3,2,2,9,22,74,82
"114","ID10775","MEXICALI            MEXICO",32.7,-115.5,60,8.6,5.6,5.4,1.7,0.5,0.1,4.3,11.2,8.3,8.9,5,10.8
"115","ID10789","CASTLE/AFB",37.38,-120.57,60,67.5,41.5,29.5,37.7,7.4,1.9,0,0.4,2,11.3,38.6,48.7
"116","ID10974","CORCORAN-IRRIG-DIST",36.1,-119.56,61,33,36,27,17,4,1,0,0,6,7,23,24
"117","ID10977","GRATON",38.43,-122.86,61,228,161,145,60,8,5,2,3,13,62,170,186
"118","ID11034","ANGIOLA             USA",36,-119.5,62,38.1,33.6,28,21.3,6,1.5,0.2,0.4,3.6,7.1,20.4,27.2
"119","ID11036","SOLEDAD",36.43,-121.31,62,52,52,53,21,4,1,1,2,7,13,39,47
"120","ID11163","SAN-LUIS-OBISPO",35.23,-120.63,64,129,117,96,42,9,1,1,2,12,26,72,95
"121","ID11315","PALOS-VERDES-EST-FC43D",33.8,-118.38,66,63,61,46,20,5,2,0,4,8,7,43,42
"122","ID11393","MUIR-WOODS",37.9,-122.56,67,185,141,136,59,15,9,3,4,14,61,153,158
"123","ID11394","OAKDALE             USA",37.9,-120.9,67,62.2,42.7,43.4,49.5,10.4,2.9,0.2,1.3,5.1,13.8,38.9,57.5
"124","ID11448","WARM-SPRINGS-DAM",38.71,-123,68,231,166,153,66,14,4,1,4,15,67,172,188
"125","ID11735","WILLOWS 6W",39.52,-122.3,71,100.2,83.7,60,28.6,16.1,8.3,0.9,3.4,8,24.6,64.9,73.3
"126","ID11800","BIG-SUR-STATE-PARK",36.25,-121.78,72,204,176,170,83,12,5,2,1,13,52,161,179
"127","ID11802","ROCKLIN             USA",38.8,-121.3,72,122.9,84.2,71.4,48.6,13.1,5.5,1.9,2.7,7.9,35.5,80.6,95.1
"128","ID11863","LEMOORE/REEVES NAS",36.33,-119.95,73,34.3,34.8,32.6,16,5.5,1.9,0.4,0.7,1.2,8.2,21.8,23.9
"129","ID12010","SANTA-PAULA",34.35,-119.06,75,94,92,74,27,4,1,0,2,10,10,62,65
"130","ID12015","HANFORD 1S",36.3,-119.66,75,42.1,37.4,37.1,18.8,6.4,1.6,0.2,0.3,4.9,9.1,22.5,29.1
"131","ID12127","SALSIPUEDES-GAGING-STN",34.58,-120.4,76,86,89,80,35,6,1,0,1,6,12,55,68
"132","ID12190","LE GRAND            USA",37.2,-120.3,77,62.4,52.3,45.2,34.8,9.9,1.6,0.3,1,5.3,13.9,42.8,53.9
"133","ID12191","ST. HELENA          USA",38.5,-122.5,77,209.7,158,117.1,53.7,12.7,5,1.5,3.2,9.4,53.4,124.2,167
"134","ID12192","ORLAND",39.76,-122.2,77,112.3,90.3,70.2,31.9,19.6,10.2,1.7,4.6,9.9,28.4,73.6,83.5
"135","ID12193","UPPER MATTOLE       USA",40.3,-124.2,77,403,315.1,255.1,136.9,53.2,11.6,2.7,17.2,32.6,148.6,322.1,368.1
"136","ID12627","BLYTHE",33.62,-114.6,82,11.7,10.8,8.7,3.6,1.2,0.9,4,19.4,10.5,6.6,6.3,11.6
"137","ID12629","LOS ANGELES-CIVI",34.05,-118.23,82,96,104,97,13,10,1,0,8,10,6,21,55
"138","ID12630","SANTA MARIA/PUBLIC ARPT",34.9,-120.45,82,59.1,77.8,57.8,28.3,5.1,0.8,0.5,1,5.4,12.4,33.8,43.3
"139","ID12631","BUTTONWILLOW",35.4,-119.46,82,24,28,24,13,4,2,1,1,6,7,16,15
"140","ID12633","MADERA",36.95,-120.03,82,46,45,48,29,7,1,0,1,5,16,41,41
"141","ID12634","MADERA              USA",37,-120,82,49,42.8,43.3,31.1,8.6,1.6,0.4,0.6,5.2,14.1,37.1,41.9
"142","ID12640","RED-BLUFF",40.18,-122.2,82,105,83,78,33,20,10,2,6,16,35,90,89
"143","ID12755","SAN-LUIS-DAM",37.05,-121.06,84,46,43,35,18,6,2,1,3,7,13,38,36
"144","ID12756","SAN-GREGORIO-2-SE",37.3,-122.36,84,137,104,114,55,15,7,4,5,11,46,107,115
"145","ID12863","HOLLISTER           USA",36.8,-121.4,85,74.6,50.4,43.2,31.3,6.5,1.6,0.9,0.7,1.7,15.1,44.1,64.1
"146","ID12948","WESTHAVEN",36.21,-119.98,87,34,34,29,15,5,1,1,1,6,8,20,22
"147","ID12949","FIVE-POINTS-5-SSW",36.35,-120.15,87,33,31,27,13,4,4,1,1,7,7,21,22
"148","ID13199","BROOKS-FARNHAM-RANCH",38.76,-122.15,90,105,86,69,28,8,4,1,2,8,29,77,84
"149","ID13302","BIG SUR             USA",36.3,-121.8,91,217.3,168.8,156.7,86,17.8,4.7,1.3,0.4,10.6,46.6,145.4,187
"150","ID13308","BERKELEY",37.87,-122.27,91,142.1,105.5,85.6,46.9,15.3,4.2,1.2,2.8,8.9,33.9,88.6,103.4
"151","ID13365","REPRESA             USA",38.7,-121.2,92,106.3,80.8,84.7,46,15,5.5,0.7,2.9,11.4,32.3,84,84.4
"152","ID13423","PALM SPRINGS        USA",33.8,-116.5,93,26.8,19.5,13.5,3.7,0.5,0.6,5,7.3,9.9,3.2,15,17.4
"153","ID13426","FRIANT              USA",37,-119.7,93,62.1,57.1,59.7,35.4,10,2.7,0.5,0.5,7.7,16.5,47.1,54.4
"154","ID13589","SAN LUIS OBISPO POLY",35.3,-120.67,96,135.7,123.7,94.8,45.2,10.7,1.9,1.1,1.3,9,21.9,62.2,93.5
"155","ID13702","DELANO",35.78,-119.25,98,30,33,30,21,6,2,0,1,6,9,22,21
"156","ID13703","KING-CITY",36.2,-121.13,98,58,51,50,21,4,1,0,1,7,12,38,46
"157","ID13704","CLOVERDALE-3-SSE",38.76,-122.98,98,228,169,154,65,15,5,2,5,15,69,174,192
"158","ID13750","VISALIA             USA",36.3,-119.3,99,47.1,43.1,39.9,26.1,8,1.6,0.4,0.4,5.2,9.9,31.4,38.3
"159","ID14076","ORANGE COVE         USA",36.6,-119.3,101,62.5,49.9,51.9,31.6,10.1,2.4,0.4,0.2,5.7,15.1,37.7,47.4
"160","ID14142","FRESNO WSO AP",36.79,-119.72,102,56.1,49.8,48.7,25.6,9,4.1,0.2,0.4,4.9,13.8,30.9,38.6
"161","ID14213","WHITTIER-FC-106C",33.96,-118.03,104,71,79,64,25,5,1,0,3,11,9,47,48
"162","ID14219","GARBERVILLE",40.1,-123.8,104,272,223,207,92,37,10,2,12,29,97,242,265
"163","ID14271","WASCO",35.61,-119.34,105,33,32.7,32.5,17.2,6,2.7,0.4,0.6,3.7,7.1,17.5,20.5
"164","ID14273","RED BLUFF           USA",40.2,-122.3,105,110.6,88.5,70.9,35.5,22.2,11.6,1.7,5.1,13.7,34,78.5,89.6
"165","ID14411","RED-BLUFF-MUN.-CA.",40.15,-122.25,108,105,83,78,33,20,10,2,6,18,35,92,91
"166","ID14606","LOS GATOS           USA",37.2,-122,111,143.4,111.6,91.1,47.6,8.5,1.6,1,1.4,7.7,30.4,82.8,113.2
"167","ID14607","LOS-GATOS",37.23,-121.96,111,130,104,95,41,4,1,1,2,6,33,83,89
"168","ID14704","CALISTOGA",38.56,-122.58,113,196,165,133,58,14,5,3,4,12,60,147,161
"169","ID14834","EL TORO/MCAS",33.67,-117.73,116,63.6,63.7,59.7,28.3,4.3,1.5,0.7,0.8,2.9,4.2,36.4,44.9
"170","ID14836","VANDENBERG/AFB",34.72,-120.57,116,49.7,65.3,50.9,34.7,3.2,1.6,0.4,1.1,4.6,11.8,50.7,46
"171","ID14875","YORBA LINDA         USA",33.9,-117.8,117,90.8,68.3,61,28.2,6.8,1.2,0.4,0.7,7.2,6.1,43.4,49.8
"172","ID14881","GASQUET-RANGER-STATION",41.86,-123.96,117,377,307,328,163,96,36,9,26,58,154,379,404
"173","ID14911","BLYTHE/RIVERSIDE CO ARPT",33.62,-114.72,118,11.7,7.2,7.9,2.4,0.3,0.1,5.1,14.4,7.8,1.7,2.6,5.2
"174","ID14956","PORTERVILLE         USA",36.1,-119,119,50.7,43.7,45.8,29.4,10.1,1.3,0.5,0.5,5,14.4,35.6,38.4
"175","ID15114","UPR-SAN-LEANDRO-FILTER",37.76,-122.16,120,123,94,100,48,10,4,2,2,9,47,99,98
"176","ID15142","LIVERMORE-MUNICIPAL",37.7,-121.81,121,69,58,57,28,7,2,1,2,6,22,55,54
"177","ID15378","PARKER 6NE",34.22,-114.22,125,17.8,13.4,13.7,4.5,1.7,0.4,7.7,14.8,11.8,7.8,8.6,13.7
"178","ID15387","ORLEANS",41.3,-123.54,125,259.2,191.2,172,81.6,53.1,18.2,4.1,11.9,25.8,100.8,202.9,250.3
"179","ID15483","LINDSAY",36.2,-119.05,128,54,52,53,27,8,2,0,1,9,15,40,40
"180","ID15491","COLEMAN-FISHERIES-STN",40.4,-122.13,128,127,94,94,52,34,13,5,10,25,40,104,116
"181","ID15535","PARKER            9",34.2,-114.3,129,17,14,12,5,2,1,9,16,12,8,10,16
"182","ID15661","U-C-L-A",34.06,-118.45,131,87,94,73,25,6,1,1,5,9,11,60,60
"183","ID15832","PORTERVILLE-(AWOS)",36.03,-119.06,135,48,47,47,28,9,2,0,1,10,16,37,38
"184","ID15834","EXCHEQUER-RESERVOIR",37.58,-120.26,135,76,78,83,47,10,4,1,2,9,28,71,69
"185","ID15913","SAN-GABRIEL-FIRE-DEPT",34.1,-118.1,137,93,98,82,31,6,2,0,3,14,12,56,58
"186","ID16083","MIRAMAR/NAS",32.87,-117.13,140,56.1,48.7,51.1,25.4,4.7,1.4,0.9,0.4,2.7,6,27.8,34.9
"187","ID16357","LIVERMORE",37.67,-121.77,146,79.7,64,54.7,28.6,11.2,2.8,0.6,1.6,5.3,18.6,49.5,61.5
"188","ID16435","CORNING-HOUGHTON-RANCH",39.9,-122.35,148,97,82,75,33,15,9,3,3,13,29,79,80
"189","ID16479","POWAY-VALLEY",32.95,-117.03,149,59,54,62,28,8,2,1,3,7,12,44,51
"190","ID16481","WALNUT-NI-FC102C",34,-117.86,149,82,82,74,28,7,1,0,6,10,11,50,58
"191","ID16833","BAKERSFIELD/MEADOWS FIELD",35.42,-119.05,152,27.7,24.1,27.3,15.1,4.8,1.6,0.3,0.3,2,6.4,17.1,16.2
"192","ID16845","RICHARDSON-GROVE-ST-PK",40.03,-123.78,152,319,257,241,112,43,10,2,14,34,114,277,319
"193","ID16894","REDDING WSO",40.51,-122.3,153,201.2,155.1,136.3,65.7,41,21.9,3.5,9.7,27.1,55.1,133.1,162.1
"194","ID16948","VISTA-2-NNE",33.23,-117.23,155,64,55,61,27,6,3,1,3,9,10,44,49
"195","ID16951","KETTLEMAN-STATION",36.06,-120.08,155,34,33,26,15,4,1,1,1,6,8,19,20
"196","ID16988","LEMON COVE",36.39,-119.04,156,69.6,58.9,61.9,33.5,13.1,4,0.4,0.8,7.5,17,41.5,50.9
"197","ID17247","LA-MESA",32.76,-117.01,162,59,50,64,27,8,2,1,3,9,13,45,46
"198","ID17688","LOS-ALAMOS",34.75,-120.28,172,68,78,78,33,6,1,0,1,5,14,45,55
"199","ID17689","LOS ALAMOS          USA",34.8,-120.3,172,74.4,72.9,72.2,35.8,7,0.9,0.7,0.8,5,12.5,43,56.3
"200","ID17759","COLGATE             USA",39.3,-121.2,174,205.2,154.5,146.8,81.4,27.6,9.8,0.7,4,16.7,67.9,151.2,172.8
"201","ID17802","COVINA-TEMPLE-FC-193-B",34.08,-117.86,175,88,88,78,34,8,1,1,5,12,13,57,61
"202","ID17874","TWITCHELL-DAM",34.98,-120.31,177,77,79,76,37,7,1,1,1,11,20,50,60
"203","ID17880","HARRY-ENGLEBRIGHT-DAM",39.23,-121.26,177,163,134,137,69,20,8,1,4,17,53,140,136
"204","ID18240","EL-CAPITAN-DAM",32.88,-116.81,183,64,67,75,33,11,4,2,5,10,19,50,61
"205","ID18250","SAN-CLEMENTE-DAM",36.43,-121.7,183,104,95,94,41,7,2,1,2,6,21,66,85
"206","ID18388","CORONA",33.88,-117.55,186,13,17,19,13,23,31,69,74,42,28,13,19
"207","ID18392","PINE-FLAT-DAM",36.81,-119.33,186,96,81,83,46,12,3,1,1,9,22,61,70
"208","ID18701","UKIAH",39.16,-123.2,193,220.6,168.8,131.5,60.5,27.4,7.7,1.1,4.3,13.7,53.1,134.9,177.8
"209","ID19139","ESCONDIDO           USA",33.1,-117.1,200,84,61.2,64.6,31.9,10.9,2.1,0.7,3.1,6.9,9.6,43.1,51.3
"210","ID19183","CAMP-PARDEE",38.25,-120.85,201,94,82,91,51,12,4,3,3,13,36,84,82
"211","ID19271","COALINGA",36.15,-120.35,204,38,39,27,15,5,1,1,1,9,9,25,30
"212","ID19317","MARICOPA            USA",35.1,-119.4,205,26.1,26,26.2,16.6,4.5,0.9,0.1,1.4,7.2,7.2,19.6,17.7
"213","ID19692","PASO ROBLES",35.64,-120.69,214,83.8,74.2,59.6,27.7,6.6,0.8,0.8,1.2,6.6,13,38.2,57.1
"214","ID19806","ELECTRA PH",38.34,-120.67,218,146.7,115.9,125.1,69.5,25.3,8.3,3,2.9,13,42.7,100.1,124.7
"215","ID20025","PIRU-2-ESE",34.4,-118.75,223,85,89,70,27,6,1,0,4,8,11,63,60
"216","ID20099","PARKER-RESERVOIR",34.28,-114.16,225,20,15,15,6,2,1,9,16,14,12,13,16
"217","ID20100","PASO-ROBLES-RADAR",35.4,-120.35,225,76,69,53,27,4,1,1,1,8,15,44,56
"218","ID20132","HOLLYWOOD-BURBANK/WB AIRPORT",34.2,-118.37,226,67.4,47.6,30.7,39.2,2.5,1.3,0.1,1.1,2.9,2.6,33.5,41.1
"219","ID20173","TOPANGA-PATROL-STN-FC6",34.08,-118.6,227,141,128,101,38,5,1,1,4,9,12,87,87
"220","ID20174","SAN-GABRIEL-CANYON-PH",34.15,-117.9,227,115,116,100,40,13,4,1,6,19,16,68,75
"221","ID20215","OJAI              8",34.5,-119.3,228,118,116,90,38,10,1,0,1,9,14,47,85
"222","ID20252","OJAI",34.46,-119.24,229,125.7,127.6,90.6,39.6,10.9,1.6,0.6,1.2,8.5,12.2,54.4,71.8
"223","ID20350","PASKENTA-RANGER-STN",39.88,-122.53,230,115,88,89,42,15,10,3,4,14,33,92,93
"224","ID20587","CACHUMA-LAKE",34.58,-119.98,238,91,101,90,37,5,1,0,1,9,14,60,65
"225","ID20743","CANOGA-PARK-PIERCE-COL",34.18,-118.56,241,84,84,73,26,5,1,0,5,7,14,63,54
"226","ID20811","PASO ROBLES/MUNICIPAL ARPT",35.67,-120.63,243,63.6,67.8,52.5,25.3,1.8,0.5,0.4,0.3,2.9,10.9,33.1,48.3
"227","ID20892","VAN-NUYS-AIRPORT",34.21,-118.48,244,80,90,68,28,5,0,0,5,8,10,54,50
"228","ID20903","STONY-GORGE-RESERVOIR",39.58,-122.53,244,105,78,68,28,12,9,2,8,9,29,75,84
"229","ID20947","BORREGO-DESERT-PARK",33.25,-116.4,245,26,26,21,6,2,1,9,17,11,8,18,22
"230","ID21219","GLENDORA-WEST-FC-185",34.13,-117.86,251,102,103,90,40,11,3,1,4,18,16,66,70
"231","ID21359","RIVERSIDE-FIRE-STN-3",33.95,-117.38,256,46,47,44,19,4,1,1,5,10,7,29,31
"232","ID21454","STANDISH-HICKEY-ST-PK",39.88,-123.73,259,330,266,252,110,47,11,5,17,35,125,287,320
"233","ID21524","POMONA              USA",34.1,-117.8,260,96,80.1,70.6,33.8,4.4,0.9,0.6,1,5.1,12.4,48.2,58.7
"234","ID21570","LOS-BANOS-ARBURUA-RCH",36.88,-120.93,262,37,34,30,16,4,1,1,2,9,10,32,30
"235","ID21620","PASADENA",34.16,-118.16,264,114.6,108.5,89.2,38.5,10.2,4.2,0.8,3.5,9.4,13.2,52.9,59.4
"236","ID22224","NEEDLES FAA AP",34.77,-114.62,279,14.7,12.7,13.2,6.1,2.4,0.8,9.3,17.5,12.2,7.9,8.9,11.2
"237","ID22326","IRON-MOUNTAIN",34.13,-115.13,281,11,7,8,4,2,1,8,10,7,10,7,11
"238","ID22533","SAN FERNANDO        USA",34.3,-118.5,289,95.1,66.3,50.6,39.3,5.3,0.9,0.6,0.8,3.6,7.1,57.3,51.6
